,Name,activity_type,ratings,address,website,contact,Open/Closed,Time
50,Cafe Madras®️,South Indian restaurant, 4.4 stars ,"GROUND FLOOR KAMAKSHI BUILDING, 391/B, Bhaudaji Rd, Matunga East, Mumbai, Maharashtra 400019",[],081477 38399,Open, ⋅ Closes 2:45 pm ⋅ Reopens 4 pm
51,Cafe Irani Chaii,Cafe, 4.4 stars ,"Rosary Building, Mia Mohd Chhotani Rd, Geeta Nagar, Mahim West, Mahim, Mumbai, Maharashtra 400016",['swiggy.com'],098202 85577,Open, ⋅ Closes 11 pm
52,Cafe Irani Chaii,Cafe, 4.4 stars ,"Rosary Building, Mia Mohd Chhotani Rd, Geeta Nagar, Mahim West, Mahim, Mumbai, Maharashtra 400016",['swiggy.com'],098202 85577,Open, ⋅ Closes 11 pm
53,BEST BUDDY'S CAFE,Cafe, 4.2 stars ,"SHOP NO. 1, BUILDING NO. 42, MATRUCHHAY CHSL, Oshiwara Police Station Road, ,Andheri West, Mumbai, Maharashtra 400102",['facebook.com'],098202 85577,Open, ⋅ Closes 12 am
54,Aromas Café & Bistro,Cafe, 4.1 stars ,"Gazebo House, 52, Ground Floor, Gulmohar Rd, below Country Club Fitness, Juhu, Mumbai, Maharashtra 400049","['dineout.co.in', 'swiggy.com']",075067 96262,Open, ⋅ Closes 12 am
55,Ettarra Coffee House,Cafe, 4.7 stars ,"boutique hotel, Ground floor, Juhu residency, Mumbai, Maharashtra 400049",['swiggy.com'],075067 96262,Open, ⋅ Closes 11:30 pm
56,Starbucks Cafe - Coffee Shop in Mumbai,Coffee shop, 4.3 stars ,"Oberoi Mall General AK Vidya Marg, Second floor, Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",['oberoimall.com'],090290 19072,Open, ⋅ Closes 11 pm
57,AQUA - THE 24-HOUR COFFEE SHOP,Coffee shop, 4.3 stars ,"Sun-N-Sand Hotel, 39, Juhu Beach, Juhu, Mumbai, Maharashtra 400049","['dineout.co.in', 'sunnsandhotel.com']",090290 19072,Unavailable,Open 24 hours
58,KEFI Eatery & Cafe,Cafe, 4.9 stars ,"Shop No. 11, Mayfair Appartments, Sundervan Complex Rd, near Hotel Empressa, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053","['dineout.co.in', 'swiggy.com']",089761 91699,Unavailable,Unavailable
59,Blue Tokai Coffee Roasters | Bandra,Cafe, 4.4 stars ,"Shop No 1, Mayflower Building, 33, New Kant Wadi Lane, Perry Rd, Bandra West, Mumbai, Maharashtra 400050","['eazydiner.com', 'zomato.com', 'cafe.bluetokaicoffee.com']",090825 66400,Open, ⋅ Closes 9 pm
60,Mumbai Bistro - The Cafe,Cafe, 4.1 stars ,"Shop No.3, Building by, SUGEE SADAN by SUGEE GROUP, Gokhale Rd, Dadar West, Dadar, Mumbai, Maharashtra 400028",['dineout.co.in'],096642 43774,Closed, ⋅ Opens 12 pm
61,Café Condi,Cafe, 4.4 stars ,"14-A, Waroda Rd, Ranwar, Bandra West, Mumbai, Maharashtra 400050","['swiggy.com', 'zomato.com', 'instagram.com']",098701 48816,Open, ⋅ Closes 8 pm
62,Ottoman Cafe,Hookah bar, 4.5 stars ,"Plot no. 18, J.P. Road Opp Sun & Sea Building, Versova, Mumbai, Maharashtra 400061",['dineout.co.in'],091366 48995,Unavailable,Unavailable
63,Farmer cafe,Cafe, 4.3 stars ,"Shop No.1, Celeste Bldg, Plot No. 470, Kinchin CHS, 14th Rd, Khar, Khar West, Mumbai, Maharashtra 400052",[],075060 15930,Open, ⋅ Closes 11 pm
64,Bistro 1 Cafe,Cafe, 4.1 stars ,"4, Mayfair Apartments, Lokhandwala Circle, behind Sab T V - Kalinga Lane, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053",['swiggy.com'],075060 15930,Open, ⋅ Closes 12 am
65,Cafe Noir,Cafe, 4.4 stars ,"World Crest, Unit no.1A & 1B, Lodha, Upper Worli, Lower Parel, Mumbai, Maharashtra 400013","['swiggy.com', 'cafenoir.in']",074004 91481,Open, ⋅ Closes 11 pm
66,BAMBAI NAZARIYA,Tea house, 4.9 stars ,"Shop no 3, Mayfair Apartments, Lokhandwala Circle, behind Sab T V - Kalinga Lane, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053",['swiggy.com'],096197 31050,Unavailable,Unavailable
67,Bayleaf Cafe,Restaurant, 4.6 stars ,"32, Juhu Church Rd, Janki Kutir, Juhu Tara, Juhu, Mumbai, Maharashtra 400049","['bayleafcafe.in', 'swiggy.com', 'bayleafcafe.in', 'bayleafcafe.in']",084549 44954,Open, ⋅ Closes 11:30 pm
68,Café New York,Restaurant, 4.2 stars ,"44, Dabholkar Building, N S Patkar Marg, Mumbai, Maharashtra 400007","['swiggy.com', 'cafenewyork.in']",084549 44954,Open, ⋅ Closes 12 am
69,Blue Tokai Coffee Roasters | Khar,Cafe, 4.6 stars ,"Plot No 467, Ground Floor, Maya Apartment, Unit No-1, 14th Road, 16th Rd, near Dominos, CHSL, Mumbai, Maharashtra 400052","['swiggy.com', 'zomato.com', 'cafe.bluetokaicoffee.com']",092897 52888,Open, ⋅ Closes 11:30 pm
70,Earthlings' Cafe,Vegan restaurant, 4.5 stars ,"Shop No. 12 Sterlings CHS, Sundervan Complex, Mumbai, Maharashtra 400053",[],088281 11291,Unavailable,Unavailable
71,Third Wave Coffee,Cafe, 4.8 stars ,"Ground floor, Green Ville CHS, opposite Samarth Vaibhav, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053","['thirdwavecoffee.in', 'swiggy.com', 'cafe.thirdwavecoffee.in']",081477 70574,Open, ⋅ Closes 1 am
72,"Grandmama's Cafe, Kemps Corner",Cafe, 4.3 stars ,"1, August Kranti Rd, Gowalia Tank, Tardeo, Mumbai, Maharashtra 400007","['dineout.co.in', 'swiggy.com', 'grandmamascafe.com']",085910 72498,Open, ⋅ Closes 12 am
